first_name,last_name,gender,past_3_years_bike_related_purchases,dob,age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,rank,Value
Debbi,Dannatt,Female,2,12/28/1958,61.69,Technical Writer,n/a,Affluent Customer,N,No,6,3 Pepper Wood Hill,4218,QLD,Australia,10,174,1.04
Dimitri,Tribbeck,Male,89,12/7/1958,61.75,Chief Design Engineer,n/a,Affluent Customer,N,No,20,93235 Hoard Trail,3165,VIC,Australia,6,177,1.0359375
Justinn,Haruard,Female,48,8/28/1958,62.03,Health Coach IV,Health,High Net Worth,N,No,11,00 Judy Terrace,2035,NSW,Australia,12,306,0.924
Clemmie,Bartoszewicz,Female,87,7/28/1958,62.11,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,700,0.55
Kyle,Michie,Female,6,7/19/1958,62.14,Nurse Practicioner,n/a,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,545,0.775625
Truman,Arlett,Male,58,6/25/1958,62.2,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,632,0.725
Sheilakathryn,Huff,Female,45,5/15/1958,62.31,Assistant Manager,n/a,High Net Worth,N,Yes,14,04 Miller Drive,2477,NSW,Australia,6,698,0.49
Gabey,Kennicott,Female,55,5/14/1958,62.32,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6,483,0.816
Caritta,Compston,Female,86,4/25/1958,62.37,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,637,0.719
Mabelle,Wellbelove,Female,76,4/21/1958,62.38,,Financial Services,Affluent Customer,N,Yes,19,800 Emmet Park,2219,NSW,Australia,9,24,1.35
Garwin,Nurden,Male,54,4/19/1958,62.39,Programmer I,Property,High Net Worth,N,Yes,5,0 Union Parkway,3142,VIC,Australia,11,341,0.9
Catha,Davitt,Female,79,4/16/1958,62.39,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,713,0.57
Sile,Zappel,Female,47,3/29/1958,62.44,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,710,0.558
Jenelle,Fearnill,Female,12,1/3/1958,62.68,Social Worker,Health,High Net Worth,N,No,19,06 Old Gate Park,2144,NSW,Australia,9,96,1.138
Thaddus,Joder,Male,31,12/10/1957,62.74,,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,693,0.69
Mair,Erett,Female,15,12/5/1957,62.76,Speech Pathologist,n/a,Affluent Customer,N,No,18,79 Armistice Parkway,2117,NSW,Australia,7,292,0.925
Brook,Eade,Female,65,11/17/1957,62.8,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,705,0.5
Solomon,Bruck,Male,29,11/15/1957,62.81,Junior Executive,Health,Mass Customer,N,No,12,5 High Crossing Junction,4556,QLD,Australia,8,128,1.084
Arel,Abramovitz,Male,72,11/12/1957,62.82,Nurse Practicioner,Health,Mass Customer,N,No,16,32249 Sycamore Way,4650,QLD,Australia,4,324,0.906
Audry,Fann,Female,3,10/17/1957,62.89,Pharmacist,Health,Mass Customer,N,Yes,15,19 Debs Parkway,3029,VIC,Australia,6,193,1.02
Claresta,MacConnulty,Female,6,10/1/1957,62.93,Recruiting Manager,n/a,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,241,0.975
Kenneth,Elleyne,Male,13,9/3/1957,63.01,Technical Writer,Financial Services,Mass Customer,N,No,13,27429 Dottie Plaza,3145,VIC,Australia,11,235,0.978
Chickie,Brister,Male,86,7/12/1957,63.16,General Manager,Manufacturing,Mass Customer,N,Yes,14,45 Shopko Center,4500,QLD,Australia,6,1,1.719
Dulce,Bradwell,Female,61,7/3/1957,63.18,Research Associate,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,QLD,Australia,9,714,0.485
Francisca,Pottage,Female,63,6/10/1957,63.24,Software Engineer II,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,NSW,Australia,9,562,0.757
Roseanne,Caruth,Female,16,5/25/1957,63.29,Programmer Analyst III,Health,Mass Customer,N,No,7,33652 Lyons Alley,2763,NSW,Australia,9,62,1.188
Bink,Bentje,Male,3,3/23/1957,63.46,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,19,8427 Moulton Place,2680,NSW,Australia,3,166,1.041
Adriena,Giffin,Female,27,3/17/1957,63.48,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,720,0.525
Aloysius,Killingsworth,Male,89,2/14/1957,63.56,VP Quality Control,n/a,Mass Customer,N,No,12,625 Mandrake Junction,2145,NSW,Australia,9,373,0.88
Nixie,Shoesmith,Female,45,12/4/1956,63.76,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,654,0.704
Gallagher,Bromell,Male,18,12/2/1956,63.76,Assistant Manager,n/a,Mass Customer,N,No,17,91634 Badeau Crossing,4556,QLD,Australia,8,219,0.9875
Karrah,Howell,Female,63,11/7/1956,63.83,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,731,0.563
Glennis,Flintoff,Female,36,10/22/1956,63.88,Speech Pathologist,Health,Affluent Customer,N,Yes,13,1601 Rutledge Lane,3030,VIC,Australia,7,25,1.338
Shane,Killen,Male,28,10/16/1956,63.89,Account Executive,Entertainment,High Net Worth,N,No,10,7 Hazelcrest Place,2165,NSW,Australia,8,96,1.137
Shay,Briand,Male,57,10/5/1956,63.92,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,724,0.525
Bartram,Caltun,Male,28,9/15/1956,63.98,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,714,0.669
Skippie,Yearsley,Male,6,9/4/1956,64.01,Compensation Analyst,Financial Services,Mass Customer,N,No,9,95306 John Wall Avenue,4350,QLD,Australia,5,58,1.2
Gipsy,Ewestace,Female,29,8/30/1956,64.02,Business Systems Development Analyst,Retail,High Net Worth,N,Yes,5,08708 Moulton Park,2034,NSW,Australia,12,16,1.408
Rafi,Brettelle,Male,89,8/12/1956,64.07,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,727,0.616
Sheena,Kybbye,Female,14,7/16/1956,64.14,Paralegal,Financial Services,Affluent Customer,N,Yes,19,306 Clemons Junction,4852,QLD,Australia,1,16,1.408
Philbert,Raraty,Male,48,6/28/1956,64.19,Executive Secretary,Manufacturing,Mass Customer,N,No,6,10 Dexter Park,2177,NSW,Australia,9,149,1.052
Bertrando,Carass,Male,45,6/25/1956,64.2,Sales Associate,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,722,0.41
Vladimir,Westmerland,Male,18,6/19/1956,64.22,,Manufacturing,Mass Customer,N,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4,203,0.99609375
Gretel,Paschke,Female,10,5/29/1956,64.28,Editor,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,QLD,Australia,7,443,0.825
Free,Rowland,Male,42,5/17/1956,64.31,,n/a,Mass Customer,N,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8,419,0.8375
Irvine,Headon,Male,99,4/21/1956,64.38,Geologist III,IT,Affluent Customer,N,Yes,20,9 Hovde Way,2322,NSW,Australia,5,360,0.884
Cobbie,Bruyett,Male,20,3/19/1956,64.47,Associate Professor,n/a,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,644,0.703125
Paulina,Iannuzzelli,Female,57,3/8/1956,64.5,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,742,0.54
Sawyer,Sponton,Male,36,2/22/1956,64.54,Help Desk Technician,Property,Mass Customer,N,Yes,10,5 Golf Terrace,2126,NSW,Australia,11,65,1.175
Elsworth,Abbitt,Male,71,2/8/1956,64.58,,Health,Mass Customer,N,Yes,6,9722 Northport Way,3500,VIC,Australia,3,45,1.26171875
Benedict,Rosas,Male,73,11/25/1955,64.79,Actuary,Financial Services,High Net Worth,N,Yes,15,898 Muir Court,2142,NSW,Australia,6,474,0.808
Annabell,Downer,Female,33,11/25/1955,64.79,Budget/Accounting Analyst II,n/a,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,529,0.765
Jackie,Pays,Male,21,11/9/1955,64.83,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,741,0.606
Levin,Coxen,Male,13,10/22/1955,64.88,Accountant I,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,512,0.781
Sylas,Duffill,Male,56,10/2/1955,64.93,Staff Accountant IV,Property,Mass Customer,N,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,728,0.34
Lek,Pimblett,Male,88,9/29/1955,64.94,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2,551,0.75
Loria,Tappington,Female,72,9/6/1955,65,Research Assistant IV,Property,Mass Customer,N,No,5,3920 Swallow Junction,3038,VIC,Australia,8,66,1.169
Jeanne,Darte,Female,70,8/18/1955,65.06,,n/a,Mass Customer,N,Yes,11,3 Homewood Park,2756,NSW,Australia,7,84,1.1375
Clari,Voas,Female,74,7/28/1955,65.11,Human Resources Assistant II,Health,Affluent Customer,N,Yes,14,4110 Mifflin Center,2127,NSW,Australia,8,181,1.02
Manya,Abramovici,Female,42,7/17/1955,65.14,Quality Engineer,Financial Services,High Net Worth,N,Yes,13,8 Randy Park,4214,QLD,Australia,8,172,1.025
Maximilian,Geffen,Male,96,7/13/1955,65.16,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,524,0.765
Olive,Mozzi,Female,87,7/6/1955,65.17,Account Representative IV,Retail,Affluent Customer,N,Yes,20,26667 Rigney Place,2567,NSW,Australia,9,468,0.808
Garik,Whitwell,Male,44,6/13/1955,65.24,,Property,Mass Customer,N,Yes,13,04 Dexter Way,3280,VIC,Australia,2,12,1.4375
Alvira,Coulman,Female,42,6/5/1955,65.26,Account Representative II,n/a,Affluent Customer,N,No,14,823 Wayridge Trail,2205,NSW,Australia,9,61,1.175
Jim,Haddrell,Male,55,4/8/1955,65.42,Associate Professor,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,NSW,Australia,3,423,0.829
Gannie,Bargh,Male,56,2/13/1955,65.57,Analyst Programmer,n/a,Mass Customer,N,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7,259,0.935
Reinaldos,Simmig,Male,55,1/15/1955,65.65,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,747,0.621
Deirdre,Burgoine,Female,14,1/8/1955,65.66,Programmer III,Health,High Net Worth,N,No,7,0 Stoughton Park,3000,VIC,Australia,1,186,1.009
Maribeth,Stivani,Female,46,11/13/1954,65.82,Associate Professor,Financial Services,Mass Customer,N,No,7,945 Bobwhite Court,2430,NSW,Australia,8,95,1.113
Art,Carolan,Male,1,11/9/1954,65.83,Marketing Manager,n/a,Affluent Customer,N,Yes,11,57903 Hanson Parkway,2570,NSW,Australia,9,171,1.025
Renell,Earley,Female,5,10/21/1954,65.88,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11,79 Manufacturers Plaza,4171,QLD,Australia,5,381,0.86
Andree,Breeds,Female,31,10/19/1954,65.89,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,567,0.738
Sofie,Worsfold,Female,87,10/6/1954,65.92,Environmental Tech,Retail,Mass Customer,N,Yes,9,7 Maple Wood Plaza,4125,QLD,Australia,6,406,0.838
Melloney,Temby,Female,17,10/5/1954,65.93,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,N,Yes,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,747,0.357
Cordie,Brankley,Female,79,9/21/1954,65.96,Librarian,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,NSW,Australia,6,756,0.611
Angele,Cadore,Female,5,9/6/1954,66,Chief Design Engineer,n/a,Mass Customer,N,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,756,0.4675
Karly,Willavize,Female,2,8/12/1954,66.07,Internal Auditor,Manufacturing,High Net Worth,N,No,12,193 North Point,2190,NSW,Australia,10,5,1.531
Hilliard,Dullard,Male,65,7/18/1954,66.14,Civil Engineer,Manufacturing,Mass Customer,N,No,17,37919 Old Gate Park,2163,NSW,Australia,8,263,0.925
Adriana,Saundercock,U,20,,,Nurse,IT,High Net Worth,N,Yes,14,82 Gina Junction,3806,VIC,Australia,7,751,0.648125
Patrice,Pariss,Male,96,6/15/1954,66.23,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,653,0.691
Porter,Buckenhill,Male,46,6/14/1954,66.23,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,237,0.946
Jermaine,Bagshawe,Female,60,5/14/1954,66.32,Help Desk Operator,Property,Mass Customer,N,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,755,0.4
Darb,,Male,80,6/4/1969,,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,755,0.64
Dukie,Swire,Male,88,3/31/1954,66.44,,Manufacturing,Affluent Customer,N,Yes,5,64 Granby Parkway,2500,NSW,Australia,8,3,1.5625
Antony,Tuma,Male,11,3/10/1954,66.5,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,93264 Almo Plaza,3078,VIC,Australia,10,406,0.833
Kamila,Parsonage,Female,80,3/8/1954,66.5,,Property,Mass Customer,N,No,5,31 Mccormick Court,4131,QLD,Australia,8,450,0.81
Jodi,Lermit,Female,94,1/30/1954,66.6,,Health,Mass Customer,N,Yes,10,05 Corry Center,4021,QLD,Australia,2,392,0.8415
Shellysheldon,Bichard,Male,96,1/6/1954,66.67,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,551,0.74
Hussein,Tapenden,Male,19,10/19/1953,66.89,Pharmacist,Health,Affluent Customer,N,Yes,12,0197 Sachs Avenue,2747,NSW,Australia,8,201,0.988
Marie-jeanne,Breawood,Female,37,10/12/1953,66.91,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,779,0.542
Reinald,Bembrigg,Male,54,8/21/1953,67.05,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,779,0.553
Caron,Kezar,Female,11,8/8/1953,67.08,Social Worker,Health,Mass Customer,N,No,5,40553 Rigney Avenue,2835,NSW,Australia,1,201,0.988
Emeline,Vezey,Female,37,8/7/1953,67.09,Dental Hygienist,Health,Affluent Customer,N,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,660,0.688
Nico,Chadwick,Male,97,5/24/1953,67.29,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,355 Roxbury Lane,3190,VIC,Australia,8,403,0.833
Simonette,,Female,4,4/6/1990,,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,760,0.6375
Dennis,Varnham,Male,57,5/17/1953,67.31,Assistant Media Planner,Entertainment,Affluent Customer,N,No,17,6455 Mayfield Street,3350,VIC,Australia,3,262,0.922
Dylan,Stranio,Male,47,4/2/1953,67.43,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,771,0.63
Hayes,Daveren,Male,32,3/27/1953,67.45,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,785,0.56
Timi,Duny,Female,70,3/12/1953,67.49,Office Assistant II,Telecommunications,High Net Worth,N,No,6,39192 Glendale Alley,2092,NSW,Australia,12,126,1.052
Rebeca,Aggas,Female,66,2/27/1953,67.53,Social Worker,Health,Affluent Customer,N,No,21,7026 Katie Lane,3818,VIC,Australia,1,38,1.25
Vinny,Incogna,Female,73,2/13/1953,67.57,,Health,High Net Worth,N,No,10,8 Grayhawk Circle,2756,NSW,Australia,8,13,1.434375
Dickie,Cubbini,Male,30,12/17/1952,67.73,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,57666 Victoria Way,4215,QLD,Australia,2,773,0.357
Dmitri,Viant,U,62,,,Paralegal,Financial Services,Affluent Customer,N,No,5,95960 Warner Parkway,3842,VIC,Australia,1,774,0.626875
Viki,Coutts,Female,2,12/14/1952,67.73,Automation Specialist II,Property,Mass Customer,N,Yes,7,6 Golf View Alley,2287,NSW,Australia,4,35,1.263
Maddalena,Hencke,Female,61,12/9/1952,67.75,Help Desk Operator,n/a,High Net Worth,N,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,780,0.5875
Jacobo,Mucklow,Male,62,12/4/1952,67.76,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,406,0.829
Ashleigh,,Female,46,4/5/1996,,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,780,0.62421875
Rosemonde,Cartwight,Female,44,10/20/1952,67.88,Analyst Programmer,Retail,Mass Customer,N,Yes,7,518 Paget Hill,4605,QLD,Australia,1,73,1.141
Craggie,Dering,Male,47,10/5/1952,67.93,Actuary,Financial Services,Mass Customer,N,No,7,11 Paget Road,2125,NSW,Australia,10,282,0.903
Levy,Abramamov,Male,94,9/21/1952,67.96,Teacher,n/a,Affluent Customer,N,Yes,14,6776 Anderson Center,4037,QLD,Australia,8,24,1.3125
Hedwig,Jayme,Female,38,8/21/1952,68.05,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,797,0.51
Regine,Bownes,Female,99,7/1/1952,68.19,Senior Developer,Retail,Affluent Customer,N,No,15,255 Loeprich Lane,3752,VIC,Australia,9,57,1.175
Dyane,Burwell,Female,19,6/27/1952,68.2,Engineer II,Retail,Mass Customer,N,Yes,7,51 Hooker Court,2640,NSW,Australia,2,6,1.469
Fey,,Female,48,9/4/1957,,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12,786,0.61625
Luci,Dyter,Female,12,5/30/1952,68.28,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,VIC,Australia,7,793,0.595
Liane,Poizer,Female,59,5/5/1952,68.34,Analyst Programmer,Property,High Net Worth,N,No,13,390 Express Plaza,2076,NSW,Australia,11,352,0.863
Lucilia,Minshall,Female,71,4/15/1952,68.4,,IT,Mass Customer,N,Yes,7,0237 Mallard Place,2750,NSW,Australia,8,188,0.988125
Kariotta,Naper,Female,8,4/7/1952,68.42,VP Sales,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,597,0.701
Omero,McDonand,Male,51,4/1/1952,68.44,Software Consultant,Manufacturing,Mass Customer,N,No,16,48 Shoshone Park,2066,NSW,Australia,9,62,1.163
Raff,Waycott,Male,70,12/16/1951,68.73,Engineer IV,Manufacturing,Affluent Customer,N,Yes,14,94694 Eagle Crest Terrace,3977,VIC,Australia,7,112,1.063
Brien,Heaton,Male,70,11/28/1951,68.78,Clinical Specialist,Health,Mass Customer,N,Yes,12,8 Novick Trail,2470,NSW,Australia,2,8,1.453
Annabelle,Hanwell,Female,11,11/28/1951,68.78,Professor,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,559,0.717
Tannie,Petrakov,Male,84,11/27/1951,68.78,Data Coordiator,IT,Affluent Customer,N,No,10,691 Valley Edge Alley,4078,QLD,Australia,6,178,0.99
Noel,Sturch,Female,26,10/28/1951,68.86,Environmental Specialist,Health,Mass Customer,N,No,10,0736 West Crossing,3585,VIC,Australia,1,457,0.788
Elmira,Vasilyev,Female,33,10/14/1951,68.9,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,12 Eastlawn Terrace,2007,NSW,Australia,9,377,0.838
Augusta,Munns,Female,5,9/17/1951,68.98,Quality Control Specialist,n/a,Mass Customer,N,No,21,607 Memorial Avenue,2074,NSW,Australia,11,801,0.41
Monty,Thomazin,Male,7,9/16/1951,68.98,Quality Engineer,n/a,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,807,0.57375
Carroll,Schlagman,Female,61,8/25/1951,69.04,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9,791,0.604
Leona,Shorrock,Female,83,8/23/1951,69.05,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,802,0.417
Cissiee,Baylis,Female,99,7/22/1951,69.13,Cost Accountant,Financial Services,High Net Worth,N,No,16,18 Dottie Park,2230,NSW,Australia,11,631,0.688
Fonsie,Levane,Male,96,7/10/1951,69.17,Account Representative III,n/a,High Net Worth,N,Yes,19,83 Armistice Terrace,4011,QLD,Australia,3,49,1.18203125
Roberto,Harme,Male,27,6/11/1951,69.25,Environmental Tech,n/a,High Net Worth,N,No,10,101 Starling Pass,2564,NSW,Australia,9,45,1.1875
Carola,Philler,Female,73,4/30/1951,69.36,Dental Hygienist,Health,High Net Worth,N,No,15,1037 Roth Park,2145,NSW,Australia,7,319,0.88
Evered,Gludor,Male,3,4/30/1951,69.36,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,808,0.436
Druci,Brandli,Female,39,4/29/1951,69.36,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,22,89105 Pearson Terrace,4075,QLD,Australia,7,2,1.672
Gregorius,Leal,Male,7,4/29/1951,69.36,,Retail,Affluent Customer,N,Yes,21,66 Merry Court,2033,NSW,Australia,12,291,0.8925
Lucius,Hatchell,Male,37,3/19/1951,69.48,Media Manager II,Retail,Mass Customer,N,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8,486,0.757
Bryon,Goundry,Male,79,2/5/1951,69.59,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5,799,0.595
Donn,Chaney,Male,15,1/29/1951,69.61,Research Assistant II,n/a,Mass Customer,N,No,13,4 Schlimgen Trail,4701,QLD,Australia,3,422,0.81015625
Ogdan,Blenkinship,Male,65,1/18/1951,69.64,Occupational Therapist,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,VIC,Australia,5,821,0.478
Dmitri,,Male,72,2/6/1991,,,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,810,0.5875
Iain,Haversham,Male,92,12/26/1950,69.7,Sales Representative,Retail,Mass Customer,N,Yes,13,170 Briar Crest Place,2120,NSW,Australia,10,54,1.163
Esdras,Birchett,Male,81,12/9/1950,69.75,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,5287 Clarendon Plaza,2258,NSW,Australia,9,432,0.8
Angie,Tansley,Male,68,11/30/1950,69.77,VP Sales,Manufacturing,Mass Customer,N,No,8,8 Cardinal Junction,2444,NSW,Australia,7,398,0.825
Cathleen,Le Teve,Female,75,11/6/1950,69.84,Recruiting Manager,n/a,High Net Worth,N,No,18,32834 Caliangt Way,4211,QLD,Australia,3,604,0.690625
Nadiya,Balasini,Female,40,11/5/1950,69.84,Sales Associate,Financial Services,Mass Customer,N,No,15,92934 Mallory Trail,2164,NSW,Australia,9,41,1.225
Dorotea,Fenwick,Female,74,10/12/1950,69.91,Nurse,Financial Services,High Net Worth,N,No,12,72 Lukken Crossing,2016,NSW,Australia,11,641,0.677
Bailey,Bereford,Male,44,9/30/1950,69.94,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,36 Golf Course Circle,2444,NSW,Australia,6,369,0.837
Yorgos,Dewhurst,Male,6,9/9/1950,70,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,718,0.638
Krystyna,Airey,Female,2,9/5/1950,70.01,Safety Technician II,n/a,Mass Customer,N,Yes,19,75760 Toban Junction,4006,QLD,Australia,5,94,1.08375
Poul,Gaskin,Male,78,6/15/1950,70.23,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,9 Killdeer Circle,2643,NSW,Australia,2,832,0.493
Nev,Prosh,Male,29,5/8/1950,70.34,Environmental Tech,Health,Affluent Customer,N,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8,478,0.757
Kata,Harrop,Female,70,5/4/1950,70.35,,Retail,Affluent Customer,N,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,514,0.7375
Thaxter,Kingsbury,Male,12,5/3/1950,70.35,Product Engineer,Argiculture,Mass Customer,N,No,20,3 Vermont Lane,2067,NSW,Australia,12,11,1.406
Packston,Wackett,Male,10,4/26/1950,70.37,Quality Engineer,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9,213,0.946
Burt,Vasechkin,Male,33,4/15/1950,70.4,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,692,0.648
Charlie,Dmych,Male,60,3/31/1950,70.44,Account Coordinator,Manufacturing,High Net Worth,N,No,13,920 Cambridge Way,2263,NSW,Australia,6,407,0.813
Reinhard,Oscroft,Male,23,3/18/1950,70.48,Pharmacist,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,VIC,Australia,1,507,0.74
Ossie,Midden,Male,49,2/10/1950,70.58,Physical Therapy Assistant,Manufacturing,Mass Customer,N,Yes,14,4915 Debra Center,2479,NSW,Australia,9,19,1.313
Ansell,Tolhurst,Male,77,8/11/1949,71.08,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,NSW,Australia,10,773,0.6
Linette,Boman,Female,56,5/20/1949,71.31,Account Executive,n/a,Affluent Customer,N,No,11,7 Michigan Hill,2076,NSW,Australia,11,132,1.025
Pietra,Buckleigh,Female,9,4/29/1949,71.36,Engineer III,n/a,High Net Worth,N,No,13,387 Dixon Alley,2024,NSW,Australia,10,18,1.325
Porty,Hansed,U,88,,,General Manager,IT,Mass Customer,N,No,13,768 Southridge Drive,2112,NSW,Australia,11,832,0.575
Grannie,Cracker,Male,28,3/6/1949,71.51,VP Marketing,Retail,Mass Customer,N,Yes,20,87254 Hermina Pass,4217,QLD,Australia,8,39,1.235
Corrine,Baribal,Female,19,10/12/1948,71.91,Senior Sales Associate,n/a,Affluent Customer,N,Yes,12,3 Mallory Circle,2170,NSW,Australia,8,66,1.1375
Ricki,Padefield,Male,43,8/3/1948,72.1,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,QLD,Australia,9,843,0.54
Ginger,,Male,94,2/19/1939,,Human Resources Manager,n/a,Mass Customer,N,No,11,160 Fremont Point,2259,NSW,Australia,8,840,0.57109375
Fara,Sarath,Female,75,6/30/1948,72.19,Quality Control Specialist,n/a,Mass Customer,N,No,22,540 Forest Run Plaza,2168,NSW,Australia,7,204,0.945625
Gilli,Christophers,Female,70,3/2/1948,72.52,Database Administrator IV,Property,Affluent Customer,N,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,669,0.656
